SourceURL,TargetURL,Status,Type,Note
"https://mclair.com.br/blog/agro-industrias-brasileiras-de-maquinas-e-equipamentos-buscam-expansao/","https://pixabay.com/pt//?utm_source=link-attribution&utm_medium=referral&utm_campaign=image&utm_content=1919021","403","externo","possível bot-block (site recusa requisição automatizada, não necessariamente quebrado)"
"https://mclair.com.br/blog/7-tendencias-de-video-content-para-2021/","https://techjury.net/blog/youtube-statistics/","404","externo",""
"https://mclair.com.br/blog/arena-22-e-o-novo-fantasy-game-oficial-da-copa-do-nordeste/","http://www.arena22.com.br/","erro: ECONNREFUSED","externo",""
"https://mclair.com.br/blog/cubo-comunicacao-anuncia-rebranding-e-plano-de-expansao-para-a-europa/","https://rb.gy/c26ll","403","externo","possível bot-block (site recusa requisição automatizada, não necessariamente quebrado)"
"https://mclair.com.br/blog/dia-do-orgulho-nerd-4-dicas-para-celebrar-a-data/","https://www.lambda3.com.br/2019/11/lambda3-podcast-167-coringa/","erro: ENOTFOUND","externo",""
"https://mclair.com.br/blog/emergee-e-tivit-lancam-o-programa-agility-drops/","https://t.rdsv.net/ls/click?upn=0qGVC1aHMVdFe052KYlQALtAUdi8O-2FKGOKYvzyqRHASACBAXweqR0-2BUdcCiz9lBSQdC15g825gKyyKkwZb9RGlA68K4CvLjukp3V28CmQGvzmjVRZz9FgPrcL3pORH6dLgGdX7HM43HQp3kd51SJvg-3D-3DAXIJ_WNH5QTPblSELaxDZYWov-2BMx5EcJ0-2BN82KZuK8OGPWEi6ie1n9gkA6sQjSfNDR1X-2F1owsMZlNehB0UMUNpKdBCFoSEqyLdVlYlgTzm-2FjF2a4z921ZpASeXQntHVHrlUNmVLj00-2B4A9Qq8-2FomFhFnKREmeFsZB4-2FoxI2lId9pD0KD2cItDLCSfiVqbuPnJ-2FXNkhgrl7C8Ot24ikh1jQ1yXHiUra7t3rdWCUb9pH8Oq5GwDiNFX4AlsrpjEXxhMverKt5wS5GilAFPlZH7ozP1uYhhOBDnBYSNq5CTwFMQe90PXr26uUnfgcow0wTAL0Nmgy0jsQ6r1u763B55VQ6VCL2ZEXy2XP8ZZrfGAQde8rzlPoxL0lHF-2BK6ZWjxSOpcjKNJXXbpc-2FCCbaVMi04BysG8OHjYMnfP-2BDRMLn3TKj09cQD4OsIMapsK6JP9FFVyPwxOX5g9XW5mrIGhfX41OAelcmTl6bLP5yaq04yWtv3DDmF1fGlY4K34q4qj4nXEz7","400","externo",""
"https://mclair.com.br/blog/escassez-de-profissionais-no-mercado-de-ti-amplia-a-necessidade-de-dia/","https://lb3.io/ebook-de-cultura-lambda3","erro: ENOTFOUND","externo",""
"https://mclair.com.br/blog/emergee-e-tivit-lancam-o-programa-agility-drops/","https://t.rdsv.net/ls/click?upn=-2BuJ7mYYRjnYzo6nXAEIkzOMXlz0AYpTSUGvBhceOilBQaJZPpaJHKSjipymKnAVrD3174hE-2Bid8p7OooXIhqkhPLhJAa9oEFKhl3-2Fqk1BAd9VPXPBRmhupIgLCO2aG-2FgbUqUaYk64uWPIem6cWgtlSlcZgkrNebIvDdLTi5FPZFIc4-2FyPJevB7Q2jmaY16pORiKB_WNH5QTPblSELaxDZYWov-2BMx5EcJ0-2BN82KZuK8OGPWEi6ie1n9gkA6sQjSfNDR1X-2F1owsMZlNehB0UMUNpKdBCFoSEqyLdVlYlgTzm-2FjF2a4z921ZpASeXQntHVHrlUNmVLj00-2B4A9Qq8-2FomFhFnKREmeFsZB4-2FoxI2lId9pD0KD2cItDLCSfiVqbuPnJ-2FXNkhgrl7C8Ot24ikh1jQ1yXHiUra7t3rdWCUb9pH8Oq5GwDiNFX4AlsrpjEXxhMverKt5wS5GilAFPlZH7ozP1uYhhOBDnBYSNq5CTwFMQe90PXr26uUnfgcow0wTAL0Nmgy0jsQ6r1u763B55VQ6VCL2ZEXy2XP8ZZrfGAQde8rzm8nWqssltJZ06RDFgniB7YE9c0XDiVmYWH-2BaXTTTALi7cwP5jljovkFFKfeguUU30I9r34Er6ZTUrOj0XgaGx-2B25dn9YoHE7R6NfD-2F9xGtFL0T0eKxpOkBzo0wcfwX4DD8AwrTqXff53g0vGqaezXl","400","externo",""
"https://mclair.com.br/blog/fidalgo-amplia-portfolio-de-negocios-com-novos-segmentos-de-leiloes/","https://www.pexels.com/photo/retro-motorbikes-parked-in-row-on-special-platform-in-garage-3817843/","403","externo","possível bot-block (site recusa requisição automatizada, não necessariamente quebrado)"
"https://mclair.com.br/blog/emergee-e-tivit-lancam-o-programa-agility-drops/","https://t.rdsv.net/ls/click?upn=-2BuJ7mYYRjnYzo6nXAEIkzOMXlz0AYpTSUGvBhceOilAPooaZibNTgB2SM9-2B5-2BzByToQUH68IN22UGy3bg5hXGpDV-2FANSzz2BirQyusGnAqFO-2FfKL69VxoHxAJRfuFZEgPvQGr3GEZUyVLmkybaXZyS-2BeaeLbqYhWohA2dNOsyh0-3Dh8mU_WNH5QTPblSELaxDZYWov-2BMx5EcJ0-2BN82KZuK8OGPWEi6ie1n9gkA6sQjSfNDR1X-2F1owsMZlNehB0UMUNpKdBCFoSEqyLdVlYlgTzm-2FjF2a4z921ZpASeXQntHVHrlUNmVLj00-2B4A9Qq8-2FomFhFnKREmeFsZB4-2FoxI2lId9pD0KD2cItDLCSfiVqbuPnJ-2FXNkhgrl7C8Ot24ikh1jQ1yXHiUra7t3rdWCUb9pH8Oq5GwDiNFX4AlsrpjEXxhMverKt5wS5GilAFPlZH7ozP1uYhhOBDnBYSNq5CTwFMQe90PXr26uUnfgcow0wTAL0Nmgy0jsQ6r1u763B55VQ6VCL2ZEXy2XP8ZZrfGAQde8rznKe-2Fjk9c7YKkbjXenoJ1q4yFOCkE7zp5ApwCumNCsD-2BeFJO-2FQWm-2BvshzGIcjI8yvEwF56bZme7iRUhbPAD2DUgx61WVIw9MW52l2xXQuOWgzzqXk1gDWbY3bvoy-2BccscBpsvDTHU6f-2F1K-2FKhFhyPFL","400","externo",""
"https://mclair.com.br/blog/industria-de-maquinas-projeta-usd-15-mi-em-negocios-internacionais-dur/","https://www.pexels.com/photo/person-holding-white-and-blue-business-paper-936137/","403","externo","possível bot-block (site recusa requisição automatizada, não necessariamente quebrado)"
"https://mclair.com.br/blog/lambda3-abre-28-vagas-para-desenvolvedores/","https://www.lambda3.com.br/2019/10/gptw-lambda3-entre-as-melhores-empresas-de-ti-do-brasil/","erro: ENOTFOUND","externo",""
"https://mclair.com.br/blog/insatisfeita-geracao-z-nao-quer-trabalhar-mais-do-mesmo-jeito/","https://www.glassdoor.com/research/gen-z-employees-entering-the-workforce/","403","externo","possível bot-block (site recusa requisição automatizada, não necessariamente quebrado)"
"https://mclair.com.br/blog/de-imoveis-a-veiculos-o-leilao-da-justica-do-trabalho-de-sp-oferece-va/","https://www.leilaovip.com.br/","erro: TypeError: fetch failed","externo",""
"https://mclair.com.br/blog/lambda3-leva-debate-sobre-diversidade-e-inclusao-ao-programaria-summit/","https://lb3.io/lambda3-e-programaria","erro: ENOTFOUND","externo",""
"https://mclair.com.br/blog/leilao-especial-evento-online-tem-motos-a-partir-de-r-3-4-mil/","https://pixabay.com/pt/users/daniel_b_photos-2516277/?utm_source=link-attribution&utm_medium=referral&utm_campaign=image&utm_content=1587300","403","externo","possível bot-block (site recusa requisição automatizada, não necessariamente quebrado)"
"https://mclair.com.br/blog/leilao-especial-evento-online-tem-motos-a-partir-de-r-3-4-mil/","https://pixabay.com/pt//?utm_source=link-attribution&utm_medium=referral&utm_campaign=image&utm_content=1587300","403","externo","possível bot-block (site recusa requisição automatizada, não necessariamente quebrado)"
"https://mclair.com.br/blog/mineracao-industria-de-maquinas-e-equipamentos-estima-us-11-6-milhoes-/","https://rb.gy/qwlqd","403","externo","possível bot-block (site recusa requisição automatizada, não necessariamente quebrado)"
"https://mclair.com.br/blog/mineracao-industria-de-maquinas-e-equipamentos-estima-us-11-6-milhoes-/","https://pixabay.com/pt/users/darkmoon_art-1664300/?utm_source=link-attribution&utm_medium=referral&utm_campaign=image&utm_content=1051962","403","externo","possível bot-block (site recusa requisição automatizada, não necessariamente quebrado)"
"https://mclair.com.br/blog/mineracao-industria-de-maquinas-e-equipamentos-estima-us-11-6-milhoes-/","https://pixabay.com/pt//?utm_source=link-attribution&utm_medium=referral&utm_campaign=image&utm_content=1051962","403","externo","possível bot-block (site recusa requisição automatizada, não necessariamente quebrado)"
"https://mclair.com.br/blog/os-desafios-e-impactos-do-5g-para-o-mercado/","https://pixabay.com/pt/users/torstensimon-5039407/?utm_source=link-attribution&utm_medium=referral&utm_campaign=image&utm_content=6926764","403","externo","possível bot-block (site recusa requisição automatizada, não necessariamente quebrado)"
"https://mclair.com.br/blog/os-desafios-e-impactos-do-5g-para-o-mercado/","https://pixabay.com/pt/?utm_source=link-attribution&utm_medium=referral&utm_campaign=image&utm_content=6926764","403","externo","possível bot-block (site recusa requisição automatizada, não necessariamente quebrado)"
"https://mclair.com.br/blog/racismo-algoritmico-especialistas-apontam-caminhos-para-um-futuro-incl/","https://pixabay.com/pt/users/0fjd125gk87-51581/?utm_source=link-attribution&utm_medium=referral&utm_campaign=image&utm_content=3010309","403","externo","possível bot-block (site recusa requisição automatizada, não necessariamente quebrado)"
"https://mclair.com.br/blog/racismo-algoritmico-especialistas-apontam-caminhos-para-um-futuro-incl/","https://pixabay.com/pt//?utm_source=link-attribution&utm_medium=referral&utm_campaign=image&utm_content=3010309","403","externo","possível bot-block (site recusa requisição automatizada, não necessariamente quebrado)"
"https://mclair.com.br/blog/leilao-do-bradesco-traz-52-imoveis-com-precos-a-partir-de-r-40-mil/","https://www.leilaovip.com.br/evento/detalhes/140325bra","erro: TypeError: fetch failed","externo",""
"https://mclair.com.br/blog/arena-22-e-o-novo-fantasy-game-oficial-da-copa-do-nordeste/","https://lottocap.com.br/","erro: TimeoutError: The operation was aborted due to timeout","externo",""
"https://mclair.com.br/blog/guiando-abre-novas-vagas-para-ti-e-outras-areas/","https://vagas.guiando.com.br/","erro: UND_ERR_CONNECT_TIMEOUT","externo",""
