slug,url_atual,url_imagem_final,similaridade
lensa-quanto-vale-a-imagem-do-usuario,https://mclair.com.br/blog/lensa-quanto-vale-a-imagem-do-usuario/,https://mclair.com.br/uploads/blog/2022/lensa-quanto-vale-a-imagem-do-usuario.png,1.0
4-erros-comuns-ao-implementar-produtos-digitais,https://mclair.com.br/blog/4-erros-comuns-ao-implementar-produtos-digitais/,https://mclair.com.br/uploads/blog/2022/4-erros-comuns-ao-implementar-produtos-digitais.jpg,1.0
sustentabilidade-lidera-agenda-corporativa-em-2023,https://mclair.com.br/blog/sustentabilidade-lidera-agenda-corporativa-em-2023/,https://mclair.com.br/uploads/blog/2022/sustentabilidade-lidera-agenda-corporativa-em-2023.png,1.0
o,https://mclair.com.br/blog/o/,https://mclair.com.br/uploads/blog/2022/o.jpg,1.0
quem-esta-por-tras-da-automacao,https://mclair.com.br/blog/quem-esta-por-tras-da-automacao/,https://mclair.com.br/uploads/blog/2022/quem-esta-por-tras-da-automacao.jpg,1.0
as-5-vantagens-em-ter-um-conselho-diverso,https://mclair.com.br/blog/as-5-vantagens-em-ter-um-conselho-diverso/,https://mclair.com.br/uploads/blog/2022/as-5-vantagens-em-ter-um-conselho-diverso.jpg,1.0
bbb-a-guerra-de-adms-e-o-sucesso-nas-redes-sociais,https://mclair.com.br/blog/bbb-a-guerra-de-adms-e-o-sucesso-nas-redes-sociais/,https://mclair.com.br/uploads/blog/2023/bbb-a-guerra-de-adms-e-o-sucesso-nas-redes-sociais.jpg,1.0
os-desafios-e-mitos-sobre-a-transicao-energetica,https://mclair.com.br/blog/os-desafios-e-mitos-sobre-a-transicao-energetica/,https://mclair.com.br/uploads/blog/2023/os-desafios-e-mitos-sobre-a-transicao-energetica.jpg,1.0
zbra-anuncia-head-de-novos-negocios,https://mclair.com.br/blog/zbra-anuncia-head-de-novos-negocios/,https://mclair.com.br/uploads/blog/2023/zbra-anuncia-head-de-novos-negocios.jpeg,1.0
mis-recebe-exposicao-de-arte-urbana-no-dia-4,https://mclair.com.br/blog/mis-recebe-exposicao-de-arte-urbana-no-dia-4/,https://mclair.com.br/uploads/blog/2023/mis-recebe-exposicao-de-arte-urbana-no-dia-4.jpeg,1.0
sem-essa-de-copo-meio-vazio-pessoas-sao-copo-inteiro,https://mclair.com.br/blog/sem-essa-de-copo-meio-vazio-pessoas-sao-copo-inteiro/,https://mclair.com.br/uploads/blog/2021/sem-essa-de-copo-meio-vazio-pessoas-sao-copo-inteiro.jpg,0.99
seis-frases-de-abilio-diniz-que-impactaram-minha-vida,https://mclair.com.br/blog/seis-frases-de-abilio-diniz-que-impactaram-minha-vida/,https://mclair.com.br/uploads/blog/2021/seis-frases-de-abilio-diniz-que-impactaram-minha-vida.jpg,0.99
a-transformacao-digital-comeca-na-cultura-empresarial,https://mclair.com.br/blog/a-transformacao-digital-comeca-na-cultura-empresarial/,https://mclair.com.br/uploads/blog/2021/a-transformacao-digital-comeca-na-cultura-empresarial.jpg,0.99
black-friday-reforca-a-importancia-do-video-marketing,https://mclair.com.br/blog/black-friday-reforca-a-importancia-do-video-marketing/,https://mclair.com.br/uploads/blog/2021/black-friday-reforca-a-importancia-do-video-marketing.jpg,0.99
mulheres-na-gestao-usem-a-projecao-da-voz-a-seu-favor,https://mclair.com.br/blog/mulheres-na-gestao-usem-a-projecao-da-voz-a-seu-favor/,https://mclair.com.br/uploads/blog/2021/mulheres-na-gestao-usem-a-projecao-da-voz-a-seu-favor.jpg,0.981
5-areas-do-varejo-que-podem-se-beneficiar-da-automacao,https://mclair.com.br/blog/5-areas-do-varejo-que-podem-se-beneficiar-da-automacao/,https://mclair.com.br/uploads/blog/2021/5-areas-do-varejo-que-podem-se-beneficiar-da-automacao.jpg,0.981
como-a-chegada-do-5g-deve-impactar-o-marketing-digital,https://mclair.com.br/blog/como-a-chegada-do-5g-deve-impactar-o-marketing-digital/,https://mclair.com.br/uploads/blog/2021/como-a-chegada-do-5g-deve-impactar-o-marketing-digital.jpg,0.981
zbra-anuncia-mudancas-na-diretoria-e-plano-de-expansao,https://mclair.com.br/blog/zbra-anuncia-mudancas-na-diretoria-e-plano-de-expansao/,https://mclair.com.br/uploads/blog/2023/zbra-anuncia-mudancas-na-diretoria-e-plano-de-expansao.jpg,0.981
setores-devem-se-fortalecer-com-a-transformacao-digital,https://mclair.com.br/blog/setores-devem-se-fortalecer-com-a-transformacao-digital/,https://mclair.com.br/uploads/blog/2020/setores-devem-se-fortalecer-com-a-transformacao-digital.jpg,0.972
como-a-tecnologia-ajuda-aumentar-a-confianca-do-cliente,https://mclair.com.br/blog/como-a-tecnologia-ajuda-aumentar-a-confianca-do-cliente/,https://mclair.com.br/uploads/blog/2021/como-a-tecnologia-ajuda-aumentar-a-confianca-do-cliente.jpg,0.972
avanco-da-lgpd-e-essencial-para-sucesso-do-5g-no-brasil,https://mclair.com.br/blog/avanco-da-lgpd-e-essencial-para-sucesso-do-5g-no-brasil/,https://mclair.com.br/uploads/blog/2021/avanco-da-lgpd-e-essencial-para-sucesso-do-5g-no-brasil.jpg,0.972
gptw-lambda3-esta-entre-as-melhores-empresas-do-brasil,https://mclair.com.br/blog/gptw-lambda3-esta-entre-as-melhores-empresas-do-brasil/,https://mclair.com.br/uploads/blog/2020/gptw-lambda3-esta-entre-as-melhores-empresas-do-brasil.png,0.971
os-melhores-talentos-estao-cansados-do-mundo-corporativo,https://mclair.com.br/blog/os-melhores-talentos-estao-cansados-do-mundo-corporativo/,https://mclair.com.br/uploads/blog/2021/os-melhores-talentos-estao-cansados-do-mundo-corporativo.png,0.963
o-que-a-vida-corporativa-tem-a-ver-com-um-jogo-de-squash,https://mclair.com.br/blog/o-que-a-vida-corporativa-tem-a-ver-com-um-jogo-de-squash/,https://mclair.com.br/uploads/blog/2021/o-que-a-vida-corporativa-tem-a-ver-com-um-jogo-de-squash.jpg,0.963
daniel-calero-e-o-novo-bdm-do-portfolio-digital-da-tivit,https://mclair.com.br/blog/daniel-calero-e-o-novo-bdm-do-portfolio-digital-da-tivit/,https://mclair.com.br/uploads/blog/2023/daniel-calero-e-o-novo-bdm-do-portfolio-digital-da-tivit.jpg,0.963
por-que-as-geracoes-y-e-z-se-relacionam-melhor-com-o-esg,https://mclair.com.br/blog/por-que-as-geracoes-y-e-z-se-relacionam-melhor-com-o-esg/,https://mclair.com.br/uploads/blog/2022/por-que-as-geracoes-y-e-z-se-relacionam-melhor-com-o-esg.png,0.963
data-driven-video-como-aumentar-seu-awareness-com-dados,https://mclair.com.br/blog/data-driven-video-como-aumentar-seu-awareness-com-dados/,https://mclair.com.br/uploads/blog/2020/data-driven-video-como-aumentar-seu-awareness-com-dados.jpg,0.962
esg-e-felicidade-corporativa-a-nova-fronteira-da-gestao,https://mclair.com.br/blog/esg-e-felicidade-corporativa-a-nova-fronteira-da-gestao/,https://mclair.com.br/uploads/blog/2025/esg-e-felicidade-corporativa-a-nova-fronteira-da-gestao.jpeg,0.962
comunicacao-e-parte-fundamental-para-o-sucesso-do-negocio,https://mclair.com.br/blog/comunicacao-e-parte-fundamental-para-o-sucesso-do-negocio/,https://mclair.com.br/uploads/blog/2020/comunicacao-e-parte-fundamental-para-o-sucesso-do-negocio.jpg,0.954
expansao-do-iot-impulsiona-demanda-por-solucoes-de-gestao,https://mclair.com.br/blog/expansao-do-iot-impulsiona-demanda-por-solucoes-de-gestao/,https://mclair.com.br/uploads/blog/2021/expansao-do-iot-impulsiona-demanda-por-solucoes-de-gestao.png,0.954
como-evitar-o-comercio-milionario-de-ataques-ciberneticos,https://mclair.com.br/blog/como-evitar-o-comercio-milionario-de-ataques-ciberneticos/,https://mclair.com.br/uploads/blog/2022/como-evitar-o-comercio-milionario-de-ataques-ciberneticos.jpg,0.954
5-filmes-e-series-para-inspirar-os-amantes-da-comunicacao,https://mclair.com.br/blog/5-filmes-e-series-para-inspirar-os-amantes-da-comunicacao/,https://mclair.com.br/uploads/blog/2023/5-filmes-e-series-para-inspirar-os-amantes-da-comunicacao.jpg,0.954
chatgpt-conheca-a-ia-que-tem-assombrado-os-programadores,https://mclair.com.br/blog/chatgpt-conheca-a-ia-que-tem-assombrado-os-programadores/,https://mclair.com.br/uploads/blog/2022/chatgpt-conheca-a-ia-que-tem-assombrado-os-programadores.jpg,0.953
artista-catarinense-vence-a-3a-edicao-da-galeria-consigaz,https://mclair.com.br/blog/artista-catarinense-vence-a-3a-edicao-da-galeria-consigaz/,https://mclair.com.br/uploads/blog/2023/artista-catarinense-vence-a-3a-edicao-da-galeria-consigaz.png,0.953
fintech-mineira-e-a-vencedora-do-ranking-100-open-startups,https://mclair.com.br/blog/fintech-mineira-e-a-vencedora-do-ranking-100-open-startups/,https://mclair.com.br/uploads/blog/2020/fintech-mineira-e-a-vencedora-do-ranking-100-open-startups.png,0.945
arena-22-e-o-novo-fantasy-game-oficial-da-copa-do-nordeste,https://mclair.com.br/blog/arena-22-e-o-novo-fantasy-game-oficial-da-copa-do-nordeste/,https://mclair.com.br/uploads/blog/2022/arena-22-e-o-novo-fantasy-game-oficial-da-copa-do-nordeste.jpg,0.945
o-impacto-dos-microsservicos-para-o-mercado-e-o-consumidor,https://mclair.com.br/blog/o-impacto-dos-microsservicos-para-o-mercado-e-o-consumidor/,https://mclair.com.br/uploads/blog/2022/o-impacto-dos-microsservicos-para-o-mercado-e-o-consumidor.png,0.945
o-papel-de-entidades-publicas-para-as-cidades-inteligentes,https://mclair.com.br/blog/o-papel-de-entidades-publicas-para-as-cidades-inteligentes/,https://mclair.com.br/uploads/blog/2020/o-papel-de-entidades-publicas-para-as-cidades-inteligentes.jpg,0.945
empresas-brasileiras-marcam-presenca-na-colombiaplast-2022,https://mclair.com.br/blog/empresas-brasileiras-marcam-presenca-na-colombiaplast-2022/,https://mclair.com.br/uploads/blog/2022/empresas-brasileiras-marcam-presenca-na-colombiaplast-2022.jpeg,0.945
como-evitar-o-transtorno-com-roubo-de-smartphones-e-dados,https://mclair.com.br/blog/como-evitar-o-transtorno-com-roubo-de-smartphones-e-dados/,https://mclair.com.br/uploads/blog/2022/como-evitar-o-transtorno-com-roubo-de-smartphones-e-dados.jpg,0.944
pirataria-sai-do-controle-com-streaming-e-isolamento-social,https://mclair.com.br/blog/pirataria-sai-do-controle-com-streaming-e-isolamento-social/,https://mclair.com.br/uploads/blog/2021/pirataria-sai-do-controle-com-streaming-e-isolamento-social.png,0.937
3-solucoes-para-a-transformacao-digital-da-construcao-civil,https://mclair.com.br/blog/3-solucoes-para-a-transformacao-digital-da-construcao-civil/,https://mclair.com.br/uploads/blog/2021/3-solucoes-para-a-transformacao-digital-da-construcao-civil.jpg,0.937
desista-do-controle-uma-boa-gestao-tambem-se-faz-esperando,https://mclair.com.br/blog/desista-do-controle-uma-boa-gestao-tambem-se-faz-esperando/,https://mclair.com.br/uploads/blog/2020/desista-do-controle-uma-boa-gestao-tambem-se-faz-esperando.jpg,0.936
galeria-consigaz-busca-talentos-brasileiros-da-arte-urbana,https://mclair.com.br/blog/galeria-consigaz-busca-talentos-brasileiros-da-arte-urbana/,https://mclair.com.br/uploads/blog/2023/galeria-consigaz-busca-talentos-brasileiros-da-arte-urbana.jpeg,0.936
perceber-nuances-o-superpoder-que-todo-lider-precisa-ter,https://mclair.com.br/blog/perceber-nuances-o-superpoder-que-todo-lider-precisa-ter/,https://mclair.com.br/uploads/blog/2021/perceber-nuances-o-superpoder-que-todo-lider-precisa-ter.jpg,0.933
o-elo-entre-os-c-levels-e-a-tecnologia-na-retomada-do-varejo,https://mclair.com.br/blog/o-elo-entre-os-c-levels-e-a-tecnologia-na-retomada-do-varejo/,https://mclair.com.br/uploads/blog/2020/o-elo-entre-os-c-levels-e-a-tecnologia-na-retomada-do-varejo.jpg,0.929
4-filmes-e-series-sobre-tecnologia-para-maratonar-nas-ferias,https://mclair.com.br/blog/4-filmes-e-series-sobre-tecnologia-para-maratonar-nas-ferias/,https://mclair.com.br/uploads/blog/2022/4-filmes-e-series-sobre-tecnologia-para-maratonar-nas-ferias.jpg,0.929
a-vida-bruta-dos-animais-do-ceu-participa-do-cine-qua-non,https://mclair.com.br/blog/a-vida-bruta-dos-animais-do-ceu-participa-do-cine-qua-non/,https://mclair.com.br/uploads/blog/2020/a-vida-bruta-dos-animais-do-ceu-participa-do-cine-qua-non.jpg,0.925
transformacao-digital-impulsiona-busca-por-metodologias-ageis,https://mclair.com.br/blog/transformacao-digital-impulsiona-busca-por-metodologias-ageis/,https://mclair.com.br/uploads/blog/2021/transformacao-digital-impulsiona-busca-por-metodologias-ageis.jpg,0.92
os-desafios-para-a-gestao-de-pessoas-e-o-exito-organizacional,https://mclair.com.br/blog/os-desafios-para-a-gestao-de-pessoas-e-o-exito-organizacional/,https://mclair.com.br/uploads/blog/2022/os-desafios-para-a-gestao-de-pessoas-e-o-exito-organizacional.png,0.92
diversidade-nas-liderancas-e-fundamental-para-as-acoes-de-esg,https://mclair.com.br/blog/diversidade-nas-liderancas-e-fundamental-para-as-acoes-de-esg/,https://mclair.com.br/uploads/blog/2022/diversidade-nas-liderancas-e-fundamental-para-as-acoes-de-esg.jpeg,0.92
a-complexidade-e-a-co-dependencia-entre-humanos-e-tecnologias,https://mclair.com.br/blog/a-complexidade-e-a-co-dependencia-entre-humanos-e-tecnologias/,https://mclair.com.br/uploads/blog/2023/a-complexidade-e-a-co-dependencia-entre-humanos-e-tecnologias.jpg,0.92
expo-prado-2022-recebe-empresas-brasileiras-do-setor-agricola,https://mclair.com.br/blog/expo-prado-2022-recebe-empresas-brasileiras-do-setor-agricola/,https://mclair.com.br/uploads/blog/2022/expo-prado-2022-recebe-empresas-brasileiras-do-setor-agricola.jpg,0.92
mclair-anuncia-spin-off-para-desenvolvimento-web-e-tecnologico,https://mclair.com.br/blog/mclair-anuncia-spin-off-para-desenvolvimento-web-e-tecnologico/,https://mclair.com.br/uploads/blog/2021/mclair-anuncia-spin-off-para-desenvolvimento-web-e-tecnologico.jpg,0.912
pandemia-evidencia-necessidades-de-reposicionamento-de-marcas,https://mclair.com.br/blog/pandemia-evidencia-necessidades-de-reposicionamento-de-marcas/,https://mclair.com.br/uploads/blog/2020/pandemia-evidencia-necessidades-de-reposicionamento-de-marcas.jpg,0.911
dia-do-programador-4-curiosidades-sobre-a-profissao-do-futuro,https://mclair.com.br/blog/dia-do-programador-4-curiosidades-sobre-a-profissao-do-futuro/,https://mclair.com.br/uploads/blog/2022/dia-do-programador-4-curiosidades-sobre-a-profissao-do-futuro.jpg,0.911
leilao-especial-evento-online-tem-motos-a-partir-de-r-3-4-mil,https://mclair.com.br/blog/leilao-especial-evento-online-tem-motos-a-partir-de-r-3-4-mil/,https://mclair.com.br/uploads/blog/2023/leilao-especial-evento-online-tem-motos-a-partir-de-r-3-4-mil.jpg,0.911
empatia-e-resiliencia-nas-abordagens-de-marcas-com-consumidores,https://mclair.com.br/blog/empatia-e-resiliencia-nas-abordagens-de-marcas-com-consumidores/,https://mclair.com.br/uploads/blog/2020/empatia-e-resiliencia-nas-abordagens-de-marcas-com-consumidores.jpg,0.904
o-papel-da-governanca-corporativa-no-engajamento-das-liderancas,https://mclair.com.br/blog/o-papel-da-governanca-corporativa-no-engajamento-das-liderancas/,https://mclair.com.br/uploads/blog/2022/o-papel-da-governanca-corporativa-no-engajamento-das-liderancas.jpeg,0.904
os-impactos-da-engenharia-de-dados-para-a-transformacao-digital,https://mclair.com.br/blog/os-impactos-da-engenharia-de-dados-para-a-transformacao-digital/,https://mclair.com.br/uploads/blog/2023/os-impactos-da-engenharia-de-dados-para-a-transformacao-digital.jpg,0.904
a-relevancia-dos-dados-e-algoritmos-para-as-pessoas-e-negocios,https://mclair.com.br/blog/a-relevancia-dos-dados-e-algoritmos-para-as-pessoas-e-negocios/,https://mclair.com.br/uploads/blog/2021/a-relevancia-dos-dados-e-algoritmos-para-as-pessoas-e-negocios.jpg,0.903
gptw-lambda3-e-uma-das-melhores-empresas-de-t-i-para-trabalhar,https://mclair.com.br/blog/gptw-lambda3-e-uma-das-melhores-empresas-de-t-i-para-trabalhar/,https://mclair.com.br/uploads/blog/2021/gptw-lambda3-e-uma-das-melhores-empresas-de-t-i-para-trabalhar.png,0.903
transformacao-digital-e-o-novo-normal-para-o-setor-de-eventos,https://mclair.com.br/blog/transformacao-digital-e-o-novo-normal-para-o-setor-de-eventos/,https://mclair.com.br/uploads/blog/2020/transformacao-digital-e-o-novo-normal-para-o-setor-de-eventos.jpg,0.901
voce-sabia-que-area-de-ti-sera-uma-das-mais-impactadas-pela-lgpd,https://mclair.com.br/blog/voce-sabia-que-area-de-ti-sera-uma-das-mais-impactadas-pela-lgpd/,https://mclair.com.br/uploads/blog/2020/voce-sabia-que-area-de-ti-sera-uma-das-mais-impactadas-pela-lgpd.jpg,0.897
o-futuro-do-trabalho-remoto-e-o-match-entre-tecnologia-e-pessoas,https://mclair.com.br/blog/o-futuro-do-trabalho-remoto-e-o-match-entre-tecnologia-e-pessoas/,https://mclair.com.br/uploads/blog/2021/o-futuro-do-trabalho-remoto-e-o-match-entre-tecnologia-e-pessoas.jpg,0.897
nao-caia-na-armadilha-da-massificacao-da-inteligencia-artificial,https://mclair.com.br/blog/nao-caia-na-armadilha-da-massificacao-da-inteligencia-artificial/,https://mclair.com.br/uploads/blog/2023/nao-caia-na-armadilha-da-massificacao-da-inteligencia-artificial.png,0.897
